차트라벨,평형그룹,전용평수,계약일자,거래금액(만원),아파트,전용면적(평),전용면적(㎡),층,건축년도,법정동,지번,도로명,지역코드,조회지역코드,조회계약년월,계약년,계약월,계약일
까치마을(24평형),24평형,10.4,20260101,141000.0,까치마을,10.4,34.44,3,1993,수서동,746,광평로19길,11680,11680,202601,2026,01,01
삼익대청아파트(24평형),24평형,12.0,20260114,195000.0,삼익대청아파트,12.0,39.53,8,1992,개포동,12,개포로109길,11680,11680,202601,2026,01,14
은마(34평형),34평형,25.5,20260107,420000.0,은마,25.5,84.43,4,1979,대치동,316,삼성로,11680,11680,202601,2026,01,07
신동아(24평형),24평형,10.0,20260112,97000.0,신동아,10.0,33.18,11,1992,수서동,736,광평로47길,11680,11680,202601,2026,01,12
롯데캐슬노블(84평형),84평형,53.2,20260107,257000.0,롯데캐슬노블,53.2,176.03,8,2007,역삼동,835-68,도곡로13길,11680,11680,202601,2026,01,07
청담현대3차아파트(43평형),43평형,33.1,20260105,450000.0,청담현대3차아파트,33.1,109.53,13,1999,청담동,127-31,도산대로101길,11680,11680,202601,2026,01,05
대우아이빌명문가(891-23)(24평형),24평형,10.0,20260110,27800.0,대우아이빌명문가(891-23),10.0,33.06,10,2004,대치동,891-23,선릉로90길,11680,11680,202601,2026,01,10
한솔마을(24평형),24평형,19.3,20260113,269000.0,한솔마을,19.3,63.76,3,1994,일원동,731,광평로10길,11680,11680,202601,2026,01,13
신동아(22)(34평형),34평형,25.6,20260112,230000.0,신동아(22),25.6,84.52,3,1997,논현동,22,강남대로146길,11680,11680,202601,2026,01,12
로데오현대(34평형),34평형,27.5,20260112,205000.0,로데오현대,27.5,90.94,8,1998,신사동,658,압구정로50길,11680,11680,202601,2026,01,12
수서한아름(49평형),49평형,39.2,20260109,290000.0,수서한아름,39.2,129.45,5,1993,수서동,712,광평로51길,11680,11680,202601,2026,01,09
삼성파크(43평형),43평형,32.5,20260108,233000.0,삼성파크,32.5,107.38,5,2001,삼성동,126,삼성로99길,11680,11680,202601,2026,01,08
한솔마을(34평형),34평형,25.6,20260109,320000.0,한솔마을,25.6,84.73,3,1994,일원동,731,광평로10길,11680,11680,202601,2026,01,09
성원대치2단지아파트(24평형),24평형,10.0,20260109,158000.0,성원대치2단지아파트,10.0,33.18,3,1992,개포동,12,개포로109길,11680,11680,202601,2026,01,09
"청학아파트에이동,비동,씨동(39평형)",39평형,29.4,20260106,154000.0,"청학아파트에이동,비동,씨동",29.4,97.18,4,1976,논현동,62-3,도산대로,11680,11680,202601,2026,01,06
"현대1차(12,13,21,22,31,32,33동)(49평형)",49평형,39.8,20260110,700000.0,"현대1차(12,13,21,22,31,32,33동)",39.8,131.48,10,1976,압구정동,369-1,압구정로29길,11680,11680,202601,2026,01,10
청담2차이-편한세상(204동)(39평형),39평형,29.7,20260110,245500.0,청담2차이-편한세상(204동),29.7,98.05,4,2005,청담동,15,도산대로70길,11680,11680,202601,2026,01,10
삼성동한솔아파트(24평형),24평형,17.7,20260110,207000.0,삼성동한솔아파트,17.7,58.57,19,1998,삼성동,4-6,학동로64길,11680,11680,202601,2026,01,10
강남자곡 힐스테이트(24평형),24평형,15.7,20260107,116500.0,강남자곡 힐스테이트,15.7,51.96,1,2015,자곡동,619,자곡로3길,11680,11680,202601,2026,01,07
풍림(1차)(24평형),24평형,18.1,20260110,215000.0,풍림(1차),18.1,59.7,3,1998,삼성동,106,영동대로112길,11680,11680,202601,2026,01,10
역삼푸르지오(24평형),24평형,18.1,20260109,275000.0,역삼푸르지오,18.1,59.8848,4,2006,역삼동,754-1,언주로,11680,11680,202601,2026,01,09
래미안 개포 루체하임(32평형),32평형,21.7,20260109,312000.0,래미안 개포 루체하임,21.7,71.65,16,2018,일원동,741,개포로110길,11680,11680,202601,2026,01,09
한일(34평형),34평형,24.3,20260109,230000.0,한일,24.3,80.29,12,2001,삼성동,48,봉은사로73길,11680,11680,202601,2026,01,09
우성리빙텔(43평형),43평형,36.1,20260102,190000.0,우성리빙텔,36.1,119.25,9,1996,도곡동,467-10,언주로30길,11680,11680,202601,2026,01,02
푸른마을아파트101동~111동(24평형),24평형,18.1,20260108,230000.0,푸른마을아파트101동~111동,18.1,59.76,7,1994,일원동,719,일원로14길,11680,11680,202601,2026,01,08
까치마을(24평형),24평형,15.0,20260108,207000.0,까치마을,15.0,49.5,6,1993,수서동,746,광평로19길,11680,11680,202601,2026,01,08
필로스(193-45)(43평형),43평형,31.7,20260103,117000.0,필로스(193-45),31.7,104.76,3,2004,도곡동,193-45,남부순환로381길,11680,11680,202601,2026,01,03
롯데캐슬(49평형),49평형,41.1,20260106,343000.0,롯데캐슬,41.1,135.73,11,2002,대치동,893,삼성로85길,11680,11680,202601,2026,01,06
세곡푸르지오(32평형),32평형,22.6,20260107,174000.0,세곡푸르지오,22.6,74.74,7,2012,세곡동,533,자곡로,11680,11680,202601,2026,01,07
대치아이파크(34평형),34평형,25.7,20260106,392000.0,대치아이파크,25.7,84.95,20,2008,대치동,888,선릉로,11680,11680,202601,2026,01,06
강남자곡 힐스테이트(24평형),24평형,18.1,20260106,146000.0,강남자곡 힐스테이트,18.1,59.93,15,2015,자곡동,619,자곡로3길,11680,11680,202601,2026,01,06
강남한양수자인(4단지)(43평형),43평형,34.6,20260106,220000.0,강남한양수자인(4단지),34.6,114.46,4,2014,자곡동,686,자곡로,11680,11680,202601,2026,01,06
강남데시앙파크(43평형),43평형,34.7,20260103,179000.0,강남데시앙파크,34.7,114.69,5,2011,세곡동,525,헌릉로590길,11680,11680,202601,2026,01,03
도곡현대힐스테이트103동(59평형),59평형,45.2,20260105,240000.0,도곡현대힐스테이트103동,45.2,149.3,1,1996,도곡동,183-8,남부순환로379길,11680,11680,202601,2026,01,05
청담대림이-편한세상(39평형),39평형,29.8,20260103,280000.0,청담대림이-편한세상,29.8,98.47,6,2002,청담동,30-33,학동로77길,11680,11680,202601,2026,01,03
논현한가람빌라트(34평형),34평형,25.7,20260105,180000.0,논현한가람빌라트,25.7,84.95,4,2002,논현동,105-3,도산대로50길,11680,11680,202601,2026,01,05
강남자곡아이파크(32평형),32평형,22.7,20260105,165000.0,강남자곡아이파크,22.7,74.97,10,2014,자곡동,602,자곡로,11680,11680,202601,2026,01,05
개포주공6단지(34평형),34평형,25.2,20260103,389500.0,개포주공6단지,25.2,83.21,15,1983,개포동,185,개포로,11680,11680,202601,2026,01,03
디에이치자이개포(39평형),39평형,31.4,20260103,447000.0,디에이치자이개포,31.4,103.86,5,2021,일원동,743,영동대로,11680,11680,202601,2026,01,03
강남브리즈힐(토지임대부아파트)(32평형),32평형,22.4,20260103,122000.0,강남브리즈힐(토지임대부아파트),22.4,74.04,10,2014,자곡동,618,자곡로3길,11680,11680,202601,2026,01,03
강남자곡 힐스테이트(24평형),24평형,18.1,20260103,144500.0,강남자곡 힐스테이트,18.1,59.93,10,2015,자곡동,619,자곡로3길,11680,11680,202601,2026,01,03
경남논현(34평형),34평형,25.7,20260223,184500.0,경남논현,25.7,84.89,3,1996,논현동,274,언주로116길,11680,11680,202602,2026,02,23
신현대12차(43평형),43평형,32.4,20260227,638000.0,신현대12차,32.4,107.16,2,1982,압구정동,434,압구정로,11680,11680,202602,2026,02,27
래미안블레스티지(34평형),34평형,25.7,20260225,374000.0,래미안블레스티지,25.7,84.94,28,2019,개포동,1280,선릉로,11680,11680,202602,2026,02,25
압구정하이츠파크(84평형),84평형,55.7,20260228,633000.0,압구정하이츠파크,55.7,184.02,17,2004,신사동,632,압구정로42길,11680,11680,202602,2026,02,28
역삼엔스위트102동(34평형),34평형,27.3,20260228,110000.0,역삼엔스위트102동,27.3,90.15,7,2005,역삼동,656-31,언주로103길,11680,11680,202602,2026,02,28
대우디오빌(24평형),24평형,9.1,20260209,30500.0,대우디오빌,9.1,30.03,14,2002,역삼동,720-25,언주로,11680,11680,202602,2026,02,09
개포자이프레지던스(24평형),24평형,18.1,20260228,307000.0,개포자이프레지던스,18.1,59.9751,21,2023,개포동,1284,삼성로,11680,11680,202602,2026,02,28
뉴현대(43평형),43평형,35.0,20260220,145000.0,뉴현대,35.0,115.84,4,2004,신사동,550-5,압구정로18길,11680,11680,202602,2026,02,20
현대1(34평형),34평형,25.5,20260219,250000.0,현대1,25.5,84.27,6,1990,대치동,992,영동대로57길,11680,11680,202602,2026,02,19
래미안청담로이뷰(43평형),43평형,33.3,20260213,375000.0,래미안청담로이뷰,33.3,110.2,5,1992,청담동,134,영동대로142길,11680,11680,202602,2026,02,13
강남 더샵 포레스트(59평형),59평형,44.4,20260224,390000.0,강남 더샵 포레스트,44.4,146.7139,10,2016,수서동,799,광평로34길,11680,11680,202602,2026,02,24
강남자곡아이파크(32평형),32평형,22.7,20260221,215000.0,강남자곡아이파크,22.7,74.89,13,2014,자곡동,602,자곡로,11680,11680,202602,2026,02,21
래미안대치팰리스(59평형),59평형,45.8,20260221,655000.0,래미안대치팰리스,45.8,151.31,24,2015,대치동,1027,삼성로51길,11680,11680,202602,2026,02,21
현대그린1(34평형),34평형,25.7,20260223,245000.0,현대그린1,25.7,84.93,2,2006,도곡동,964,논현로51길,11680,11680,202602,2026,02,23
까치마을(24평형),24평형,10.4,20260205,149000.0,까치마을,10.4,34.44,7,1993,수서동,746,광평로19길,11680,11680,202602,2026,02,05
래미안강남힐즈(39평형),39평형,30.8,20260228,240000.0,래미안강남힐즈,30.8,101.94,10,2014,자곡동,611,자곡로,11680,11680,202602,2026,02,28
래미안라클래시(32평형),32평형,21.8,20260221,391000.0,래미안라클래시,21.8,71.99,20,2021,삼성동,189,삼성로,11680,11680,202602,2026,02,21
삼성동센트럴아이파크(49평형),49평형,37.3,20260220,478000.0,삼성동센트럴아이파크,37.3,123.3,6,2018,삼성동,188,삼성로,11680,11680,202602,2026,02,20
테헤란아이파크(32평형),32평형,21.4,20260214,267000.0,테헤란아이파크,21.4,70.8333,1,2014,역삼동,709-5,테헤란로52길,11680,11680,202602,2026,02,14
은마(32평형),32평형,23.2,20260226,360000.0,은마,23.2,76.79,6,1979,대치동,316,삼성로,11680,11680,202602,2026,02,26
대우디오빌(24평형),24평형,17.9,20260227,63000.0,대우디오빌,17.9,59.145,5,2002,역삼동,720-25,언주로,11680,11680,202602,2026,02,27
아크로힐스논현(43평형),43평형,34.2,20260220,345000.0,아크로힐스논현,34.2,113.087,18,2014,논현동,276-1,언주로,11680,11680,202602,2026,02,20
래미안강남힐즈(39평형),39평형,28.7,20260225,236000.0,래미안강남힐즈,28.7,94.91,1,2014,자곡동,611,자곡로,11680,11680,202602,2026,02,25
"현대2차(10,11,20,23,24,25동)(84평형)",84평형,59.5,20260221,970000.0,"현대2차(10,11,20,23,24,25동)",59.5,196.84,1,1976,압구정동,369-1,압구정로29길,11680,11680,202602,2026,02,21
"현대7차(73~77,82,85동)(59평형)",59평형,43.6,20260220,780000.0,"현대7차(73~77,82,85동)",43.6,144.2,1,1979,압구정동,456,압구정로,11680,11680,202602,2026,02,20
우성8(34평형),34평형,24.1,20260223,272000.0,우성8,24.1,79.61,5,1987,개포동,179,개포로,11680,11680,202602,2026,02,23
현대비젼21(24평형),24평형,9.9,20260228,43300.0,현대비젼21,9.9,32.65,16,1999,도곡동,467-19,언주로30길,11680,11680,202602,2026,02,28
현대까르띠에710(59평형),59평형,45.3,20260223,390000.0,현대까르띠에710,45.3,149.7,21,2001,역삼동,710,언주로86길,11680,11680,202602,2026,02,23
래미안강남힐즈(39평형),39평형,30.8,20260210,230000.0,래미안강남힐즈,30.8,101.95,2,2014,자곡동,611,자곡로,11680,11680,202602,2026,02,10
청담우방아파트(43평형),43평형,35.9,20260226,267000.0,청담우방아파트,35.9,118.53,13,1999,청담동,43,학동로,11680,11680,202602,2026,02,26
강남데시앙파크(43평형),43평형,34.7,20260212,183500.0,강남데시앙파크,34.7,114.69,7,2011,세곡동,525,헌릉로590길,11680,11680,202602,2026,02,12
시티프라디움더강남201동(32평형),32평형,21.3,20260212,161000.0,시티프라디움더강남201동,21.3,70.54,9,2021,역삼동,901,언주로,11680,11680,202602,2026,02,12
개포래미안포레스트(39평형),39평형,29.3,20260212,390000.0,개포래미안포레스트,29.3,96.91,16,2020,개포동,1282,개포로,11680,11680,202602,2026,02,12
타워팰리스2(59평형),59평형,48.5,20260207,450000.0,타워팰리스2,48.5,160.17,36,2003,도곡동,467-17,언주로30길,11680,11680,202602,2026,02,07
대우디오빌(24평형),24평형,9.1,20260206,28000.0,대우디오빌,9.1,30.03,10,2002,역삼동,720-25,언주로,11680,11680,202602,2026,02,06
개포더샵트리에(43평형),43평형,32.7,20260223,305000.0,개포더샵트리에,32.7,108.2017,3,2021,개포동,651-1,개포로,11680,11680,202602,2026,02,23
역삼I'PARK(24평형),24평형,8.5,20260221,86500.0,역삼I'PARK,8.5,28.246,2,2006,역삼동,713-11,역삼로,11680,11680,202602,2026,02,21
아이파크(59평형),59평형,47.4,20260224,780000.0,아이파크,47.4,156.857,42,2004,삼성동,87,영동대로,11680,11680,202602,2026,02,24
목화(49평형),49평형,40.5,20260225,300000.0,목화,40.5,133.97,4,1995,청담동,105-6,도산대로85길,11680,11680,202602,2026,02,25
삼성동힐스테이트 1단지(34평형),34평형,25.5,20260206,355000.0,삼성동힐스테이트 1단지,25.5,84.236,5,2008,삼성동,16-2,학동로68길,11680,11680,202602,2026,02,06
성원대치2단지아파트(24평형),24평형,12.0,20260227,175000.0,성원대치2단지아파트,12.0,39.53,4,1992,개포동,12,개포로109길,11680,11680,202602,2026,02,27
청담우방아파트(34평형),34평형,25.7,20260228,255000.0,청담우방아파트,25.7,84.91,14,1999,청담동,43,학동로,11680,11680,202602,2026,02,28
개포주공5단지(32평형),32평형,22.5,20260213,388000.0,개포주공5단지,22.5,74.25,10,1983,개포동,187,삼성로4길,11680,11680,202602,2026,02,13
강남자곡아이파크(34평형),34평형,25.7,20260221,232000.0,강남자곡아이파크,25.7,84.92,7,2014,자곡동,602,자곡로,11680,11680,202602,2026,02,21
래미안강남힐즈(34평형),34평형,27.8,20260228,217000.0,래미안강남힐즈,27.8,91.96,10,2014,자곡동,611,자곡로,11680,11680,202602,2026,02,28
우찬(24평형),24평형,6.9,20260213,41800.0,우찬,6.9,22.68,2,2004,신사동,550-20,압구정로18길,11680,11680,202602,2026,02,13
강남자곡 힐스테이트(24평형),24평형,18.1,20260228,157000.0,강남자곡 힐스테이트,18.1,59.93,6,2015,자곡동,619,자곡로3길,11680,11680,202602,2026,02,28
대치아이파크(43평형),43평형,36.2,20260207,440000.0,대치아이파크,36.2,119.58,4,2008,대치동,888,선릉로,11680,11680,202602,2026,02,07
대우디오빌(24평형),24평형,9.1,20260209,30500.0,대우디오빌,9.1,30.03,14,2002,역삼동,720-25,언주로,11680,11680,202602,2026,02,09
래미안 개포 루체하임(24평형),24평형,18.1,20260226,270000.0,래미안 개포 루체하임,18.1,59.99,7,2018,일원동,741,개포로110길,11680,11680,202602,2026,02,26
도곡렉슬(34평형),34평형,25.7,20260211,365000.0,도곡렉슬,25.7,84.9231,2,2006,도곡동,527,선릉로,11680,11680,202602,2026,02,11
강남센트럴아이파크(24평형),24평형,18.1,20260212,310000.0,강남센트럴아이파크,18.1,59.994,8,2022,역삼동,902,테헤란로44길,11680,11680,202602,2026,02,12
삼환(101동)(39평형),39평형,30.0,20260204,249000.0,삼환(101동),30.0,99.01,4,1999,청담동,10,학동로77길,11680,11680,202602,2026,02,04
삼성청담공원아파트(43평형),43평형,32.4,20260204,300000.0,삼성청담공원아파트,32.4,107.22,9,1999,청담동,60,도산대로96길,11680,11680,202602,2026,02,04
도곡스타클래스(43평형),43평형,34.1,20260207,179000.0,도곡스타클래스,34.1,112.75,5,2007,도곡동,957-11,남부순환로,11680,11680,202602,2026,02,07
서광아파트(24평형),24평형,18.1,20260207,255000.0,서광아파트,18.1,59.67,6,1998,삼성동,2,선릉로130길,11680,11680,202602,2026,02,07
도곡우성아파트(34평형),34평형,25.7,20260207,275000.0,도곡우성아파트,25.7,84.83,11,1986,도곡동,934-10,남부순환로363길,11680,11680,202602,2026,02,07
"현대5차(71,72동)(34평형)",34평형,24.9,20260207,610000.0,"현대5차(71,72동)",24.9,82.23,11,1977,압구정동,455,압구정로29길,11680,11680,202602,2026,02,07
푸른마을아파트101동~111동(24평형),24평형,18.1,20260210,230000.0,푸른마을아파트101동~111동,18.1,59.76,9,1994,일원동,719,일원로14길,11680,11680,202602,2026,02,10
현대비젼21(24평형),24평형,9.9,20260213,43000.0,현대비젼21,9.9,32.65,23,1999,도곡동,467-19,언주로30길,11680,11680,202602,2026,02,13
동부센트레빌(49평형),49평형,36.8,20260226,548000.0,동부센트레빌,36.8,121.74,22,2005,대치동,670,선릉로,11680,11680,202602,2026,02,26
대우아이빌멤버스(891-26)(24평형),24평형,10.8,20260224,30000.0,대우아이빌멤버스(891-26),10.8,35.796,8,2003,대치동,891-26,삼성로85길,11680,11680,202602,2026,02,24
청담신원아침도시마인(24평형),24평형,8.6,20260220,34000.0,청담신원아침도시마인,8.6,28.3132,6,2013,청담동,122-35,도산대로85길,11680,11680,202602,2026,02,20
대림역삼(24평형),24평형,18.0,20260211,202000.0,대림역삼,18.0,59.66,15,1997,역삼동,761-10,언주로,11680,11680,202602,2026,02,11
래미안강남힐즈(39평형),39평형,30.8,20260225,215000.0,래미안강남힐즈,30.8,101.94,2,2014,자곡동,611,자곡로,11680,11680,202602,2026,02,25
