아파트,건축년도,계약기간,계약구분,계약일,계약월,계약년,보증금(만원),전용면적(㎡),층,지번,월세(만원),종전계약보증금,종전계약월세,지역코드,법정동,갱신요구권사용,평형그룹,거래유형,환산보증금(만원),거래금액(만원),조회지역코드,조회계약년월,계약일자
개포우성1,1983,,,29,10,2014,50000.0,84.81,5,503,75.0,,,11680,대치동,,24평형,전월세,68750.0,68750.0,11680,201410,20141029
개포우성2,1984,,,17,10,2014,80000.0,127.78,11,500,0.0,,,11680,대치동,,34평형,전월세,80000.0,80000.0,11680,201410,20141017
개포우성1,1983,,,07,10,2014,70000.0,84.81,15,503,0.0,,,11680,대치동,,24평형,전월세,70000.0,70000.0,11680,201410,20141007
개포우성2,1984,,,11,10,2014,70000.0,84.69,7,500,0.0,,,11680,대치동,,24평형,전월세,70000.0,70000.0,11680,201410,20141011
신현대11차,1983,,,01,10,2014,57000.0,108.36,7,433,0.0,,,11680,압구정동,,34평형,전월세,57000.0,57000.0,11680,201410,20141001
신현대9차,1982,,,21,10,2014,48000.0,108.88,8,426,0.0,,,11680,압구정동,,34평형,전월세,48000.0,48000.0,11680,201410,20141021
개포우성2,1984,,,01,10,2014,105000.0,127.78,14,500,0.0,,,11680,대치동,,34평형,전월세,105000.0,105000.0,11680,201410,20141001
개포우성2,1984,,,02,10,2014,75000.0,127.78,2,500,100.0,,,11680,대치동,,34평형,전월세,100000.0,100000.0,11680,201410,20141002
개포우성1,1983,,,27,10,2014,70000.0,84.81,4,503,0.0,,,11680,대치동,,24평형,전월세,70000.0,70000.0,11680,201410,20141027
개포우성1,1983,,,30,10,2014,58000.0,84.81,4,503,0.0,,,11680,대치동,,24평형,전월세,58000.0,58000.0,11680,201410,20141030
신현대9차,1982,,,29,10,2014,47000.0,108.88,5,426,0.0,,,11680,압구정동,,34평형,전월세,47000.0,47000.0,11680,201410,20141029
개포우성2,1984,,,23,10,2014,45000.0,84.69,11,500,100.0,,,11680,대치동,,24평형,전월세,70000.0,70000.0,11680,201410,20141023
개포우성1,1983,,,22,10,2014,85000.0,127.61,12,503,0.0,,,11680,대치동,,34평형,전월세,85000.0,85000.0,11680,201410,20141022
개포우성2,1984,,,17,10,2014,95000.0,127.78,11,500,0.0,,,11680,대치동,,34평형,전월세,95000.0,95000.0,11680,201410,20141017
개포우성1,1983,,,15,10,2014,88000.0,127.61,5,503,0.0,,,11680,대치동,,34평형,전월세,88000.0,88000.0,11680,201410,20141015
개포우성2,1984,,,09,10,2014,66000.0,84.69,2,500,0.0,,,11680,대치동,,24평형,전월세,66000.0,66000.0,11680,201410,20141009
개포우성2,1984,,,17,11,2014,68000.0,84.69,1,500,0.0,,,11680,대치동,,24평형,전월세,68000.0,68000.0,11680,201411,20141117
개포우성2,1984,,,27,11,2014,20000.0,127.78,3,500,300.0,,,11680,대치동,,34평형,전월세,95000.0,95000.0,11680,201411,20141127
개포우성2,1984,,,17,11,2014,85000.0,127.78,7,500,0.0,,,11680,대치동,,34평형,전월세,85000.0,85000.0,11680,201411,20141117
개포우성1,1983,,,15,11,2014,65000.0,84.81,10,503,25.0,,,11680,대치동,,24평형,전월세,71250.0,71250.0,11680,201411,20141115
개포우성2,1984,,,15,11,2014,103000.0,127.78,13,500,0.0,,,11680,대치동,,34평형,전월세,103000.0,103000.0,11680,201411,20141115
개포우성1,1983,,,22,11,2014,110000.0,127.61,10,503,0.0,,,11680,대치동,,34평형,전월세,110000.0,110000.0,11680,201411,20141122
개포우성2,1984,,,21,11,2014,50000.0,84.69,6,500,110.0,,,11680,대치동,,24평형,전월세,77500.0,77500.0,11680,201411,20141121
개포우성1,1983,,,26,11,2014,55000.0,84.81,8,503,75.0,,,11680,대치동,,24평형,전월세,73750.0,73750.0,11680,201411,20141126
삼부아그레빌,2003,,,29,11,2014,54000.0,84.755,13,98-11,0.0,,,11680,삼성동,,34평형,전월세,54000.0,54000.0,11680,201411,20141129
개포우성2,1984,,,11,11,2014,88000.0,127.78,1,500,0.0,,,11680,대치동,,34평형,전월세,88000.0,88000.0,11680,201411,20141111
개포우성1,1983,,,21,11,2014,98000.0,127.61,11,503,0.0,,,11680,대치동,,34평형,전월세,98000.0,98000.0,11680,201411,20141121
신현대9차,1982,,,28,11,2014,53000.0,108.88,7,426,0.0,,,11680,압구정동,,34평형,전월세,53000.0,53000.0,11680,201411,20141128
신현대9차,1982,,,11,11,2014,55000.0,108.88,11,426,0.0,,,11680,압구정동,,34평형,전월세,55000.0,55000.0,11680,201411,20141111
개포우성2,1984,,,04,11,2014,70000.0,84.69,6,500,0.0,,,11680,대치동,,24평형,전월세,70000.0,70000.0,11680,201411,20141104
신현대9차,1982,,,29,11,2014,5000.0,108.88,12,426,210.0,,,11680,압구정동,,34평형,전월세,57500.0,57500.0,11680,201411,20141129
신현대9차,1982,,,07,11,2014,30000.0,108.88,8,426,70.0,,,11680,압구정동,,34평형,전월세,47500.0,47500.0,11680,201411,20141107
신현대12차,1982,,,03,11,2014,5000.0,108.31,11,434,200.0,,,11680,압구정동,,34평형,전월세,55000.0,55000.0,11680,201411,20141103
개포우성2,1984,,,28,11,2014,98000.0,127.78,13,500,0.0,,,11680,대치동,,34평형,전월세,98000.0,98000.0,11680,201411,20141128
개포우성2,1984,,,21,11,2014,74000.0,127.78,1,500,50.0,,,11680,대치동,,34평형,전월세,86500.0,86500.0,11680,201411,20141121
개포우성2,1984,,,25,11,2014,80000.0,127.78,4,500,100.0,,,11680,대치동,,34평형,전월세,105000.0,105000.0,11680,201411,20141125
개포우성2,1984,,,21,11,2014,93000.0,127.78,10,500,0.0,,,11680,대치동,,34평형,전월세,93000.0,93000.0,11680,201411,20141121
개포우성1,1983,,,19,11,2014,68000.0,84.81,6,503,0.0,,,11680,대치동,,24평형,전월세,68000.0,68000.0,11680,201411,20141119
신현대12차,1982,,,19,11,2014,52000.0,107.16,8,434,0.0,,,11680,압구정동,,34평형,전월세,52000.0,52000.0,11680,201411,20141119
신현대12차,1982,,,06,11,2014,50000.0,108.31,2,434,0.0,,,11680,압구정동,,34평형,전월세,50000.0,50000.0,11680,201411,20141106
개포우성1,1983,,,17,12,2014,75000.0,127.61,15,503,90.0,,,11680,대치동,,34평형,전월세,97500.0,97500.0,11680,201412,20141217
개포우성1,1983,,,10,12,2014,95000.0,127.61,10,503,0.0,,,11680,대치동,,34평형,전월세,95000.0,95000.0,11680,201412,20141210
삼부아그레빌,2003,,,27,12,2014,12000.0,84.755,5,98-11,125.0,,,11680,삼성동,,34평형,전월세,43250.0,43250.0,11680,201412,20141227
개포우성1,1983,,,09,12,2014,70000.0,84.81,6,503,0.0,,,11680,대치동,,24평형,전월세,70000.0,70000.0,11680,201412,20141209
개포우성1,1983,,,21,12,2014,68000.0,84.81,10,503,0.0,,,11680,대치동,,24평형,전월세,68000.0,68000.0,11680,201412,20141221
개포우성2,1984,,,04,12,2014,100000.0,127.78,7,500,0.0,,,11680,대치동,,34평형,전월세,100000.0,100000.0,11680,201412,20141204
개포우성1,1983,,,06,12,2014,69000.0,84.81,7,503,0.0,,,11680,대치동,,24평형,전월세,69000.0,69000.0,11680,201412,20141206
개포우성1,1983,,,12,12,2014,80000.0,127.61,4,503,100.0,,,11680,대치동,,34평형,전월세,105000.0,105000.0,11680,201412,20141212
개포우성1,1983,,,10,12,2014,10000.0,127.61,5,503,300.0,,,11680,대치동,,34평형,전월세,85000.0,85000.0,11680,201412,20141210
개포우성2,1984,,,11,12,2014,95000.0,127.78,8,500,50.0,,,11680,대치동,,34평형,전월세,107500.0,107500.0,11680,201412,20141211
개포우성1,1983,,,02,12,2014,70000.0,84.81,12,503,0.0,,,11680,대치동,,24평형,전월세,70000.0,70000.0,11680,201412,20141202
개포우성1,1983,,,26,12,2014,90000.0,127.61,15,503,0.0,,,11680,대치동,,34평형,전월세,90000.0,90000.0,11680,201412,20141226
개포우성2,1984,,,15,12,2014,60000.0,84.69,5,500,0.0,,,11680,대치동,,24평형,전월세,60000.0,60000.0,11680,201412,20141215
신현대12차,1982,,,24,12,2014,53000.0,108.31,13,434,0.0,,,11680,압구정동,,34평형,전월세,53000.0,53000.0,11680,201412,20141224
신현대9차,1982,,,15,12,2014,59000.0,108.88,7,426,0.0,,,11680,압구정동,,34평형,전월세,59000.0,59000.0,11680,201412,20141215
개포우성2,1984,,,30,12,2014,51000.0,84.69,15,500,0.0,,,11680,대치동,,24평형,전월세,51000.0,51000.0,11680,201412,20141230
개포우성2,1984,,,20,12,2014,40000.0,84.69,10,500,100.0,,,11680,대치동,,24평형,전월세,65000.0,65000.0,11680,201412,20141220
개포우성2,1984,,,29,12,2014,65000.0,84.69,9,500,0.0,,,11680,대치동,,24평형,전월세,65000.0,65000.0,11680,201412,20141229
개포우성1,1983,,,29,12,2014,60000.0,84.81,11,503,0.0,,,11680,대치동,,24평형,전월세,60000.0,60000.0,11680,201412,20141229
개포우성2,1984,,,26,12,2014,97000.0,127.78,5,500,0.0,,,11680,대치동,,34평형,전월세,97000.0,97000.0,11680,201412,20141226
개포우성2,1984,,,06,12,2014,70000.0,84.69,9,500,0.0,,,11680,대치동,,24평형,전월세,70000.0,70000.0,11680,201412,20141206
삼부아그레빌,2003,,,11,12,2014,9000.0,84.755,4,98-11,150.0,,,11680,삼성동,,34평형,전월세,46500.0,46500.0,11680,201412,20141211
개포우성1,1983,,,11,12,2014,65000.0,84.81,12,503,0.0,,,11680,대치동,,24평형,전월세,65000.0,65000.0,11680,201412,20141211
개포우성1,1983,,,06,12,2014,53000.0,84.81,5,503,0.0,,,11680,대치동,,24평형,전월세,53000.0,53000.0,11680,201412,20141206
신현대9차,1982,,,02,12,2014,50000.0,108.88,12,426,0.0,,,11680,압구정동,,34평형,전월세,50000.0,50000.0,11680,201412,20141202
신현대12차,1982,,,17,01,2015,52000.0,107.16,11,434,0.0,,,11680,압구정동,,34평형,전월세,52000.0,52000.0,11680,201501,20150117
신현대9차,1982,,,07,01,2015,10000.0,108.88,6,426,0.0,,,11680,압구정동,,34평형,전월세,10000.0,10000.0,11680,201501,20150107
개포우성2,1984,,,10,01,2015,65000.0,84.69,6,500,0.0,,,11680,대치동,,24평형,전월세,65000.0,65000.0,11680,201501,20150110
신현대12차,1982,,,31,01,2015,63000.0,107.16,6,434,0.0,,,11680,압구정동,,34평형,전월세,63000.0,63000.0,11680,201501,20150131
신현대12차,1982,,,16,01,2015,43000.0,108.3,8,434,0.0,,,11680,압구정동,,34평형,전월세,43000.0,43000.0,11680,201501,20150116
개포우성1,1983,,,14,01,2015,50000.0,127.61,7,503,150.0,,,11680,대치동,,34평형,전월세,87500.0,87500.0,11680,201501,20150114
신현대12차,1982,,,21,01,2015,55000.0,107.16,1,434,0.0,,,11680,압구정동,,34평형,전월세,55000.0,55000.0,11680,201501,20150121
신현대12차,1982,,,31,01,2015,50000.0,107.16,10,434,0.0,,,11680,압구정동,,34평형,전월세,50000.0,50000.0,11680,201501,20150131
신현대12차,1982,,,28,01,2015,55000.0,107.16,12,434,0.0,,,11680,압구정동,,34평형,전월세,55000.0,55000.0,11680,201501,20150128
개포우성2,1984,,,27,01,2015,65000.0,84.69,2,500,0.0,,,11680,대치동,,24평형,전월세,65000.0,65000.0,11680,201501,20150127
삼부아파트(101동),1998,,,31,01,2015,32000.0,59.85,9,99-13,0.0,,,11680,삼성동,,24평형,전월세,32000.0,32000.0,11680,201501,20150131
개포우성2,1984,,,19,01,2015,105000.0,127.78,14,500,0.0,,,11680,대치동,,34평형,전월세,105000.0,105000.0,11680,201501,20150119
개포우성1,1983,15.02~17.02,신규,10,01,2015,72000.0,84.81,2,503,0.0,,,11680,대치동,,24평형,전월세,72000.0,72000.0,11680,201501,20150110
개포우성2,1984,,,03,01,2015,15000.0,84.69,12,500,240.0,,,11680,대치동,,24평형,전월세,75000.0,75000.0,11680,201501,20150103
개포우성2,1984,,,26,01,2015,85000.0,127.78,4,500,0.0,,,11680,대치동,,34평형,전월세,85000.0,85000.0,11680,201501,20150126
신현대12차,1982,,,07,01,2015,50000.0,108.31,11,434,0.0,,,11680,압구정동,,34평형,전월세,50000.0,50000.0,11680,201501,20150107
개포우성1,1983,,,15,01,2015,80000.0,127.61,9,503,100.0,,,11680,대치동,,34평형,전월세,105000.0,105000.0,11680,201501,20150115
개포우성2,1984,,,12,01,2015,20000.0,127.78,4,500,200.0,,,11680,대치동,,34평형,전월세,70000.0,70000.0,11680,201501,20150112
개포우성1,1983,,,27,01,2015,70000.0,84.81,13,503,0.0,,,11680,대치동,,24평형,전월세,70000.0,70000.0,11680,201501,20150127
신현대12차,1982,,,08,01,2015,55000.0,107.16,5,434,0.0,,,11680,압구정동,,34평형,전월세,55000.0,55000.0,11680,201501,20150108
신현대11차,1983,,,24,01,2015,52000.0,108.36,2,433,0.0,,,11680,압구정동,,34평형,전월세,52000.0,52000.0,11680,201501,20150124
개포우성2,1984,,,22,01,2015,70000.0,127.78,2,500,140.0,,,11680,대치동,,34평형,전월세,105000.0,105000.0,11680,201501,20150122
개포우성1,1983,,,16,01,2015,90000.0,127.61,1,503,0.0,,,11680,대치동,,34평형,전월세,90000.0,90000.0,11680,201501,20150116
삼부아그레빌,2003,,,02,01,2015,12000.0,84.755,4,98-11,130.0,,,11680,삼성동,,34평형,전월세,44500.0,44500.0,11680,201501,20150102
개포우성2,1984,,,13,01,2015,88000.0,127.78,12,500,0.0,,,11680,대치동,,34평형,전월세,88000.0,88000.0,11680,201501,20150113
개포우성1,1983,,,08,01,2015,67000.0,84.81,3,503,0.0,,,11680,대치동,,24평형,전월세,67000.0,67000.0,11680,201501,20150108
삼부아파트(101동),1998,,,09,01,2015,45000.0,83.39,7,99-13,0.0,,,11680,삼성동,,34평형,전월세,45000.0,45000.0,11680,201501,20150109
신현대12차,1982,,,02,01,2015,50000.0,107.16,10,434,0.0,,,11680,압구정동,,34평형,전월세,50000.0,50000.0,11680,201501,20150102
삼부아파트(101동),1998,,,23,02,2015,36000.0,83.39,2,99-13,0.0,,,11680,삼성동,,34평형,전월세,36000.0,36000.0,11680,201502,20150223
개포우성1,1983,,,28,02,2015,70000.0,84.81,3,503,0.0,,,11680,대치동,,24평형,전월세,70000.0,70000.0,11680,201502,20150228
개포우성2,1984,,,28,02,2015,60000.0,127.78,1,500,100.0,,,11680,대치동,,34평형,전월세,85000.0,85000.0,11680,201502,20150228
신현대11차,1983,,,25,02,2015,30000.0,108.36,1,433,100.0,,,11680,압구정동,,34평형,전월세,55000.0,55000.0,11680,201502,20150225
개포우성1,1983,,,16,02,2015,70000.0,84.81,14,503,0.0,,,11680,대치동,,24평형,전월세,70000.0,70000.0,11680,201502,20150216
개포우성2,1984,,,27,02,2015,75000.0,127.78,7,500,100.0,,,11680,대치동,,34평형,전월세,100000.0,100000.0,11680,201502,20150227
신현대11차,1983,,,24,02,2015,5000.0,108.36,5,433,240.0,,,11680,압구정동,,34평형,전월세,65000.0,65000.0,11680,201502,20150224
신현대11차,1983,,,10,02,2015,60000.0,108.36,2,433,0.0,,,11680,압구정동,,34평형,전월세,60000.0,60000.0,11680,201502,20150210
신현대12차,1982,,,10,02,2015,55000.0,107.16,4,434,0.0,,,11680,압구정동,,34평형,전월세,55000.0,55000.0,11680,201502,20150210
신현대9차,1982,,,06,02,2015,60000.0,108.88,3,426,0.0,,,11680,압구정동,,34평형,전월세,60000.0,60000.0,11680,201502,20150206
개포우성1,1983,,,26,02,2015,93000.0,127.61,2,503,0.0,,,11680,대치동,,34평형,전월세,93000.0,93000.0,11680,201502,20150226
개포우성1,1983,,,14,02,2015,60000.0,127.61,1,503,140.0,,,11680,대치동,,34평형,전월세,95000.0,95000.0,11680,201502,20150214
신현대12차,1982,,,05,02,2015,55000.0,107.16,8,434,0.0,,,11680,압구정동,,34평형,전월세,55000.0,55000.0,11680,201502,20150205
개포우성1,1983,,,28,02,2015,68000.0,84.81,5,503,0.0,,,11680,대치동,,24평형,전월세,68000.0,68000.0,11680,201502,20150228
개포우성1,1983,,,27,02,2015,53000.0,84.81,7,503,0.0,,,11680,대치동,,24평형,전월세,53000.0,53000.0,11680,201502,20150227
개포우성2,1984,,,01,02,2015,75000.0,127.78,7,500,100.0,,,11680,대치동,,34평형,전월세,100000.0,100000.0,11680,201502,20150201
신현대9차,1982,,,25,02,2015,38000.0,108.88,6,426,50.0,,,11680,압구정동,,34평형,전월세,50500.0,50500.0,11680,201502,20150225
개포우성1,1983,,,10,02,2015,54000.0,84.81,15,503,60.0,,,11680,대치동,,24평형,전월세,69000.0,69000.0,11680,201502,20150210
개포우성2,1984,,,04,02,2015,60000.0,84.69,10,500,60.0,,,11680,대치동,,24평형,전월세,75000.0,75000.0,11680,201502,20150204
개포우성1,1983,,,11,02,2015,60000.0,127.61,1,503,150.0,,,11680,대치동,,34평형,전월세,97500.0,97500.0,11680,201502,20150211
개포우성1,1983,,,16,02,2015,66000.0,84.81,3,503,30.0,,,11680,대치동,,24평형,전월세,73500.0,73500.0,11680,201502,20150216
신현대12차,1982,,,14,02,2015,39000.0,108.31,5,434,50.0,,,11680,압구정동,,34평형,전월세,51500.0,51500.0,11680,201502,20150214
개포우성2,1984,,,11,02,2015,81000.0,127.78,15,500,0.0,,,11680,대치동,,34평형,전월세,81000.0,81000.0,11680,201502,20150211
개포우성2,1984,,,02,02,2015,67000.0,84.69,15,500,0.0,,,11680,대치동,,24평형,전월세,67000.0,67000.0,11680,201502,20150202
개포우성1,1983,,,16,03,2015,74000.0,127.61,3,503,0.0,,,11680,대치동,,34평형,전월세,74000.0,74000.0,11680,201503,20150316
개포우성1,1983,,,20,03,2015,50000.0,84.81,2,503,40.0,,,11680,대치동,,24평형,전월세,60000.0,60000.0,11680,201503,20150320
신현대9차,1982,,,02,03,2015,40000.0,108.88,2,426,30.0,,,11680,압구정동,,34평형,전월세,47500.0,47500.0,11680,201503,20150302
개포우성1,1983,,,21,03,2015,90000.0,127.61,14,503,60.0,,,11680,대치동,,34평형,전월세,105000.0,105000.0,11680,201503,20150321
개포우성1,1983,,,18,03,2015,70000.0,84.81,13,503,0.0,,,11680,대치동,,24평형,전월세,70000.0,70000.0,11680,201503,20150318
개포우성1,1983,,,18,03,2015,15000.0,84.81,9,503,210.0,,,11680,대치동,,24평형,전월세,67500.0,67500.0,11680,201503,20150318
신현대12차,1982,,,26,03,2015,28000.0,108.31,3,434,50.0,,,11680,압구정동,,34평형,전월세,40500.0,40500.0,11680,201503,20150326
삼부아그레빌,2003,,,13,03,2015,10000.0,84.755,4,98-11,170.0,,,11680,삼성동,,34평형,전월세,52500.0,52500.0,11680,201503,20150313
개포우성2,1984,,,10,03,2015,53000.0,84.69,14,500,60.0,,,11680,대치동,,24평형,전월세,68000.0,68000.0,11680,201503,20150310
신현대9차,1982,,,11,03,2015,60000.0,108.88,9,426,0.0,,,11680,압구정동,,34평형,전월세,60000.0,60000.0,11680,201503,20150311
삼부아파트(101동),1998,,,07,03,2015,40000.0,59.85,9,99-13,0.0,,,11680,삼성동,,24평형,전월세,40000.0,40000.0,11680,201503,20150307
개포우성2,1984,,,21,03,2015,47000.0,84.69,11,500,80.0,,,11680,대치동,,24평형,전월세,67000.0,67000.0,11680,201503,20150321
개포우성2,1984,,,06,03,2015,60000.0,84.69,4,500,80.0,,,11680,대치동,,24평형,전월세,80000.0,80000.0,11680,201503,20150306
개포우성1,1983,,,04,03,2015,70000.0,84.81,9,503,0.0,,,11680,대치동,,24평형,전월세,70000.0,70000.0,11680,201503,20150304
신현대9차,1982,,,18,03,2015,53000.0,108.88,2,426,0.0,,,11680,압구정동,,34평형,전월세,53000.0,53000.0,11680,201503,20150318
개포우성1,1983,,,30,03,2015,80000.0,127.61,9,503,100.0,,,11680,대치동,,34평형,전월세,105000.0,105000.0,11680,201503,20150330
개포우성1,1983,,,06,03,2015,100000.0,127.61,5,503,0.0,,,11680,대치동,,34평형,전월세,100000.0,100000.0,11680,201503,20150306
개포우성1,1983,,,04,03,2015,80000.0,127.61,2,503,60.0,,,11680,대치동,,34평형,전월세,95000.0,95000.0,11680,201503,20150304
신현대9차,1982,,,24,03,2015,50000.0,108.88,7,426,0.0,,,11680,압구정동,,34평형,전월세,50000.0,50000.0,11680,201503,20150324
신현대11차,1983,,,18,03,2015,49000.0,108.36,6,433,0.0,,,11680,압구정동,,34평형,전월세,49000.0,49000.0,11680,201503,20150318
개포우성1,1983,,,07,03,2015,60000.0,84.81,1,503,0.0,,,11680,대치동,,24평형,전월세,60000.0,60000.0,11680,201503,20150307
신현대12차,1982,,,07,03,2015,43000.0,107.16,7,434,0.0,,,11680,압구정동,,34평형,전월세,43000.0,43000.0,11680,201503,20150307
신현대9차,1982,,,04,03,2015,30000.0,108.88,7,426,150.0,,,11680,압구정동,,34평형,전월세,67500.0,67500.0,11680,201503,20150304
개포우성2,1984,,,30,04,2015,99000.0,127.78,8,500,0.0,,,11680,대치동,,34평형,전월세,99000.0,99000.0,11680,201504,20150430
개포우성1,1983,,,02,04,2015,100000.0,127.61,11,503,0.0,,,11680,대치동,,34평형,전월세,100000.0,100000.0,11680,201504,20150402
개포우성1,1983,,,27,04,2015,70000.0,127.61,5,503,0.0,,,11680,대치동,,34평형,전월세,70000.0,70000.0,11680,201504,20150427
개포우성2,1984,,,16,04,2015,115000.0,127.78,13,500,0.0,,,11680,대치동,,34평형,전월세,115000.0,115000.0,11680,201504,20150416
